Iteration,All with BEV100,LFLM with BEV100,All with BEV250
8481,28.79,63.79,74.16
8482,53.31,86.21,93.48
8483,52.26,84.23,92.69
8484,49.14,78.38,90.35
8485,23.25,58.25,70.27
8486,53.22,86.04,93.42
8487,45.67,71.89,87.76
8488,22.81,57.81,69.97
8489,46.68,73.77,88.51
8490,32.14,67.14,76.50
8491,32.60,67.60,76.82
8492,49.39,78.85,90.54
8493,54.96,89.29,94.72
8494,30.84,44.07,76.63
8495,23.64,58.64,70.55
8496,51.29,82.43,91.97
8497,24.29,59.29,71.00
8498,52.98,85.58,93.23
8499,44.19,79.19,84.94
8500,51.27,82.39,91.96
8501,39.90,74.90,81.93
8502,66.25,70.85,81.88
8503,37.67,56.87,81.75
8504,59.27,97.39,97.96
8505,22.24,57.24,69.56
8506,33.15,68.15,77.21
8507,20.36,55.36,68.25
8508,18.44,53.44,66.91
8509,53.99,87.48,93.99
8510,39.40,60.12,83.05
8511,59.40,97.63,98.05
8512,67.07,70.85,81.88
8513,56.01,91.27,95.51
8514,26.40,61.40,72.48
8515,43.31,67.46,85.99
8516,57.42,93.91,96.56
8517,62.00,70.85,81.88
8518,57.30,93.68,96.47
8519,24.28,59.28,71.00
8520,29.28,64.28,74.50
8521,60.33,99.37,81.88
8522,48.29,76.79,89.72
8523,46.63,73.69,88.48
8524,35.20,70.20,78.64
8525,38.81,59.02,82.61
8526,33.76,68.76,77.63
8527,40.41,62.02,83.81
8528,29.72,64.72,74.80
8529,25.99,60.99,72.19
8530,49.51,79.08,90.63
8531,40.44,62.07,83.83
8532,42.19,65.35,85.14
8533,66.16,70.85,81.88
8534,45.78,72.09,87.84
8535,15.06,50.06,64.54
8536,21.59,56.59,69.11
8537,13.46,48.46,63.42
8538,60.39,99.49,81.88
8539,50.76,81.42,91.57
8540,35.39,70.39,78.77
8541,28.91,63.91,74.24
8542,58.67,96.26,97.50
8543,41.85,64.73,84.89
8544,49.72,79.48,90.79
8545,12.89,47.89,63.02
8546,32.80,67.80,76.96
8547,40.51,62.21,83.89
8548,48.90,77.93,90.17
8549,60.26,99.23,81.88
8550,53.18,85.96,93.38
8551,34.22,69.22,77.95
8552,33.23,48.55,78.42
8553,54.08,87.65,94.06
8554,41.93,64.88,84.95
8555,40.53,75.53,82.37
8556,24.61,59.61,71.23
8557,17.26,52.26,66.08
8558,42.62,66.17,85.47
8559,47.77,75.82,89.33
8560,20.81,55.81,68.56
8561,51.85,86.85,90.30
8562,49.73,79.49,90.79
8563,34.30,69.30,78.01
8564,32.26,67.26,76.58
8565,52.31,84.33,92.73
8566,53.66,86.86,93.74
8567,29.22,64.22,74.45
8568,45.83,72.19,87.88
8569,51.82,83.41,92.36
8570,55.27,89.89,94.95
8571,22.43,57.43,69.70
8572,33.18,68.18,77.23
8573,45.19,70.98,87.39
8574,59.85,98.48,81.88
8575,42.11,77.11,83.48
8576,48.46,77.12,89.85
8577,46.53,73.49,88.40
8578,46.28,73.02,88.21
8579,55.34,90.01,95.01
8580,33.78,68.78,77.65
8581,25.82,60.82,72.07
8582,45.74,72.01,87.80
8583,35.11,70.11,78.58
8584,44.44,79.44,85.11
8585,23.54,58.54,70.48
8586,23.00,29.38,70.75
8587,42.79,66.49,85.59
8588,25.83,60.83,72.08
8589,46.75,73.90,88.56
8590,54.77,88.95,94.58
8591,61.60,70.85,81.88
8592,27.48,62.48,73.24
8593,47.96,82.96,87.57
8594,31.17,66.17,75.82
8595,39.52,74.52,81.66
8596,70.84,70.85,81.88
8597,46.29,73.04,88.22
8598,38.13,73.13,80.69
8599,25.10,60.10,71.57
8600,21.18,56.18,68.83
8601,44.81,70.26,87.10
8602,43.01,66.90,85.76
8603,40.04,75.04,82.03
8604,37.59,72.59,80.31
8605,43.81,68.39,86.36
8606,53.32,86.23,93.49
8607,41.87,76.87,83.31
8608,51.01,81.90,91.76
8609,35.59,70.59,78.92
8610,60.13,98.99,81.88
8611,47.16,74.67,88.87
8612,17.81,52.81,66.47
8613,33.33,68.33,77.33
8614,26.72,61.72,72.71
8615,72.05,70.85,81.88
8616,49.50,79.07,90.63
8617,51.24,82.33,91.93
8618,52.06,83.87,92.55
8619,54.30,88.07,94.23
8620,52.49,84.68,92.87
8621,31.29,66.29,75.91
8622,40.43,75.43,82.30
8623,37.06,72.06,79.94
8624,53.35,86.28,93.51
8625,54.83,89.06,94.62
8626,15.67,50.67,64.97
8627,26.34,61.34,72.44
8628,51.35,82.54,92.01
8629,24.55,59.55,71.18
8630,41.79,76.79,83.26
8631,54.07,87.64,94.05
8632,51.14,82.13,91.85
8633,27.28,62.28,73.10
8634,34.87,69.87,78.41
8635,58.86,96.60,97.64
8636,30.81,65.81,75.57
8637,39.03,74.03,81.32
8638,60.03,98.80,81.88
8639,55.95,91.15,95.46
8640,43.90,68.57,86.43
8641,21.44,56.44,69.01
8642,11.80,46.80,62.26
8643,43.19,78.19,84.23
8644,34.74,69.74,78.32
8645,49.01,78.15,90.26
8646,43.47,67.76,86.10
8647,32.99,67.99,77.10
8648,55.39,90.11,95.05
8649,39.97,61.20,83.48
8650,19.62,54.62,67.73
8651,37.25,56.09,81.44
8652,28.43,63.43,73.90
8653,26.94,61.94,72.86
8654,11.98,46.98,62.38
8655,56.56,92.29,95.92
8656,14.38,49.38,64.07
8657,42.02,65.05,85.02
8658,22.25,57.25,69.58
8659,40.43,62.06,83.82
8660,56.72,92.60,96.04
8661,45.09,70.79,87.32
8662,31.90,66.90,76.33
8663,50.01,80.02,91.01
8664,49.29,84.29,88.50
8665,47.85,75.98,89.39
8666,47.37,75.07,89.03
8667,21.88,56.88,69.32
8668,55.74,90.77,95.31
8669,12.80,47.80,62.96
8670,25.61,60.61,71.93
8671,42.34,77.34,83.64
8672,40.81,75.81,82.57
8673,16.56,51.56,65.59
8674,29.44,64.44,74.61
8675,30.56,65.56,75.39
8676,33.87,68.87,77.71
8677,9.10,44.10,60.37
8678,36.50,71.50,79.55
8679,13.95,48.95,63.76
8680,15.88,50.88,65.12
8681,63.25,70.85,81.88
8682,43.68,68.15,86.26
8683,46.46,73.37,88.35
8684,16.90,51.90,65.83
8685,56.51,92.20,95.88
8686,52.20,84.13,92.65
8687,53.80,87.13,93.85
8688,17.71,52.71,66.39
8689,27.01,62.01,72.91
8690,36.72,71.72,79.70
8691,61.45,70.85,81.88
8692,46.58,73.59,88.43
8693,26.46,61.46,72.52
8694,40.84,62.83,84.13
8695,50.18,80.34,91.14
8696,42.25,65.46,85.18
8697,44.99,70.60,87.24
8698,31.81,66.81,76.27
8699,53.32,86.23,93.49
8700,33.85,68.85,77.70
8701,31.00,66.00,75.70
8702,33.35,68.35,77.34
8703,32.79,67.79,76.95
8704,35.04,70.04,78.53
8705,44.50,69.69,86.88
8706,61.39,70.85,81.88
8707,27.12,62.12,72.98
8708,31.64,66.64,76.15
8709,25.92,60.92,72.14
8710,32.80,47.74,78.10
8711,40.05,32.73,52.41
8712,33.63,68.63,77.54
8713,27.83,62.83,73.48
8714,23.31,58.31,70.32
8715,30.39,65.39,75.27
8716,34.38,69.38,78.07
8717,55.40,90.13,95.05
8718,25.81,60.81,72.07
8719,23.43,58.43,70.40
8720,21.10,56.10,68.77
8721,52.65,84.98,92.99
8722,25.53,60.53,71.87
8723,31.71,66.71,76.20
8724,59.28,97.40,97.96
8725,56.87,92.88,96.15
8726,24.01,59.01,70.80
8727,43.02,78.02,84.11
8728,44.96,70.54,87.22
8729,27.11,62.11,72.98
8730,30.46,65.46,75.33
8731,44.92,70.47,87.19
8732,23.45,58.45,70.42
8733,34.69,69.69,78.28
8734,23.72,58.72,70.60
8735,30.73,65.73,75.51
8736,50.04,80.07,91.03
8737,30.49,65.49,75.34
8738,47.82,82.82,87.48
8739,47.65,75.60,89.24
8740,55.66,90.61,95.24
8741,44.36,69.42,86.77
8742,48.75,77.65,90.06
8743,25.90,60.90,72.13
8744,59.22,97.29,97.92
8745,40.75,62.66,84.07
8746,49.57,79.20,90.68
8747,47.71,75.70,89.28
8748,51.55,82.92,92.17
8749,23.86,58.86,70.70
8750,19.76,54.76,67.83
8751,33.77,68.77,77.64
8752,41.28,63.66,84.46
8753,22.97,57.97,70.08
8754,53.77,87.07,93.83
8755,34.09,69.09,77.86
8756,53.60,86.75,93.70
8757,60.93,95.93,96.65
8758,29.22,64.22,74.45
8759,31.19,66.19,75.83
8760,41.12,63.35,84.34
8761,55.09,89.55,94.82
8762,53.10,85.81,93.33
8763,33.89,68.89,77.72
8764,53.47,86.51,93.61
8765,28.04,63.04,73.63
8766,59.38,97.58,98.03
8767,54.92,89.23,94.69
8768,33.07,68.07,77.15
8769,73.01,70.85,81.88
8770,27.25,62.25,73.07
8771,69.27,70.85,81.88
8772,54.04,87.57,94.03
8773,56.01,91.28,95.51
8774,39.12,74.12,81.38
8775,33.40,68.40,77.38
8776,56.66,92.48,95.99
8777,27.82,62.82,73.47
8778,52.51,84.71,92.88
8779,36.63,71.63,79.64
8780,37.92,72.92,80.55
8781,32.16,67.16,76.51
8782,50.88,81.66,91.66
8783,48.93,77.99,90.20
8784,56.20,91.62,95.65
8785,39.29,74.29,81.51
8786,24.63,59.63,71.24
8787,46.75,81.75,86.72
8788,58.03,95.06,97.02
8789,52.80,85.25,93.10
8790,48.77,77.69,90.08
8791,29.81,64.81,74.87
8792,55.04,89.46,94.78
8793,25.03,60.03,71.52
8794,47.93,76.11,89.44
8795,40.31,61.82,83.73
8796,51.98,83.71,92.48
8797,15.40,50.40,64.78
8798,48.81,77.77,90.11
8799,21.16,56.16,68.81
8800,33.77,68.77,77.64
8801,58.64,96.19,97.48
8802,14.74,49.74,64.32
8803,42.21,77.21,83.55
8804,26.80,61.80,72.76
8805,43.19,67.23,85.89
8806,55.17,89.69,94.88
8807,33.69,68.69,77.59
8808,40.12,61.47,83.59
8809,49.74,79.50,90.80
8810,39.39,60.11,83.04
8811,52.25,84.23,92.69
8812,52.41,84.52,92.81
8813,59.11,97.09,97.84
8814,40.43,75.43,82.30
8815,32.65,67.65,76.85
8816,41.55,76.55,83.08
8817,30.12,42.72,76.09
8818,29.75,64.75,74.83
8819,26.54,61.54,72.58
8820,42.45,65.84,85.34
8821,50.37,80.70,91.28
8822,40.29,61.79,83.71
8823,62.26,70.85,81.88
8824,29.75,64.75,74.82
8825,54.47,88.38,94.35
8826,25.97,60.97,72.18
8827,39.75,74.75,81.82
8828,23.93,58.93,70.75
8829,23.33,58.33,70.33
8830,38.34,73.34,80.84
8831,45.04,70.71,87.28
8832,49.61,79.28,90.71
8833,50.92,81.72,91.69
8834,45.29,71.17,87.47
8835,28.55,63.55,73.98
8836,34.85,69.85,78.39
8837,55.52,90.34,95.14
8838,38.34,73.34,80.84
8839,58.47,95.88,97.35
8840,38.40,58.25,82.30
8841,58.69,96.30,97.52
8842,49.49,79.04,90.62
8843,30.27,65.27,75.19
8844,19.81,54.81,67.87
8845,48.22,76.65,89.66
8846,49.53,79.11,90.64
8847,29.45,64.45,74.62
8848,44.64,69.94,86.98
8849,30.27,65.27,75.19
8850,44.87,70.37,87.15
8851,29.98,64.98,74.98
8852,53.80,87.13,93.85
8853,46.11,72.71,88.08
8854,54.97,89.32,94.73
8855,27.61,62.61,73.33
8856,47.86,75.99,89.40
8857,40.74,62.63,84.05
8858,49.15,78.41,90.36
8859,53.47,86.50,93.60
8860,49.83,79.69,90.88
8861,24.23,59.23,70.96
8862,41.79,64.61,84.84
8863,32.78,67.78,76.95
8864,41.00,63.13,84.25
8865,11.63,46.63,62.14
8866,40.95,75.95,82.67
8867,11.30,46.30,61.91
8868,20.66,55.66,68.46
8869,57.91,94.83,96.93
8870,16.51,51.51,65.56
8871,32.21,67.21,76.55
8872,44.32,69.35,86.74
8873,33.92,68.92,77.74
8874,42.91,77.91,84.04
8875,40.06,75.06,82.04
8876,55.35,90.03,95.01
8877,56.12,91.48,95.59
8878,52.61,84.89,92.96
8879,32.18,67.18,76.53
8880,60.87,70.85,81.88
8881,40.60,62.38,83.95
8882,46.53,81.53,86.57
8883,42.50,65.94,85.38
8884,52.83,85.30,93.12
8885,30.47,65.47,75.33
8886,32.11,67.11,76.48
8887,52.81,85.27,93.11
8888,50.98,81.83,91.73
8889,29.53,64.53,74.67
8890,31.19,66.19,75.83
8891,46.30,73.07,88.23
8892,47.98,76.22,89.49
8893,54.20,87.88,94.15
8894,46.35,81.35,86.44
8895,52.38,84.46,92.78
8896,47.00,82.00,86.90
8897,24.54,59.54,71.18
8898,34.49,69.49,78.14
8899,37.42,72.42,80.20
8900,58.38,95.71,97.28
8901,18.77,53.77,67.14
8902,43.14,67.14,85.86
8903,53.17,85.95,93.38
8904,20.64,55.64,68.44
8905,52.40,84.51,92.80
8906,44.27,69.25,86.70
8907,50.65,81.21,91.49
8908,52.96,85.55,93.22
8909,31.35,66.35,75.95
8910,51.21,82.27,91.91
8911,38.62,73.62,81.04
8912,39.86,74.86,81.91
8913,54.73,88.87,94.55
8914,39.75,60.77,83.31
8915,39.13,74.13,81.39
8916,43.01,66.90,85.76
8917,57.48,94.03,96.61
8918,48.65,77.47,89.99
8919,57.40,93.87,96.55
8920,50.82,81.54,91.62
8921,29.21,64.21,74.44
8922,47.57,75.45,89.18
8923,52.70,85.06,93.03
8924,37.49,72.49,80.24
8925,55.83,90.93,95.37
8926,58.95,93.95,95.27
8927,50.50,80.94,91.38
8928,28.84,63.84,74.19
8929,30.26,65.26,75.18
8930,39.50,74.50,81.65
8931,48.67,77.51,90.00
8932,22.17,57.17,69.52
8933,31.47,66.47,76.03
8934,49.21,78.52,90.41
8935,35.41,70.41,78.79
8936,35.27,70.27,78.69
8937,52.25,84.23,92.69
8938,60.48,99.64,81.88
8939,51.78,83.34,92.33
8940,50.41,85.41,89.29
8941,50.14,80.26,91.11
8942,54.59,88.60,94.44
8943,13.27,48.27,63.29
8944,7.88,42.88,59.52
8945,49.02,78.17,90.27
8946,46.86,81.86,86.80
8947,24.83,59.83,71.38
8948,55.51,90.34,95.14
8949,59.89,98.55,81.88
8950,62.51,70.85,81.88
8951,49.83,79.68,90.87
8952,22.96,57.96,70.07
8953,54.80,89.00,94.60
8954,27.73,62.73,73.41
8955,45.86,72.23,87.89
8956,32.93,67.93,77.05
8957,10.99,45.99,61.69
8958,31.02,66.02,75.71
8959,48.24,76.70,89.68
8960,26.72,61.72,72.71
8961,31.12,66.12,75.78
8962,33.08,68.08,77.15
8963,33.10,68.10,77.17
8964,46.63,73.68,88.47
8965,37.04,72.04,79.93
8966,24.01,59.01,70.81
8967,44.69,70.05,87.02
8968,51.32,82.48,91.99
8969,28.84,63.84,74.19
8970,52.33,84.36,92.74
8971,28.25,63.25,73.77
8972,43.23,78.23,84.26
8973,45.26,71.11,87.44
8974,33.06,68.06,77.14
8975,22.74,57.74,69.92
8976,34.94,69.94,78.46
8977,65.87,70.85,81.88
8978,23.50,58.50,70.45
8979,29.04,64.04,74.33
8980,46.58,73.60,88.44
8981,22.15,57.15,69.51
8982,32.29,67.29,76.60
8983,31.24,66.24,75.87
8984,61.59,70.85,81.88
8985,61.50,70.85,81.88
8986,55.61,90.52,95.21
8987,32.96,67.96,77.07
8988,48.45,77.10,89.84
8989,24.16,59.16,70.91
8990,50.07,80.13,91.05
8991,21.21,56.21,68.85
8992,36.53,71.53,79.57
8993,32.74,67.74,76.92
8994,31.45,66.45,76.02
8995,48.79,77.73,90.09
8996,20.12,55.12,68.09
8997,40.41,62.01,83.80
8998,59.12,94.12,95.39
8999,61.40,70.85,81.88
9000,42.14,65.26,85.10
9001,17.83,52.83,66.48
9002,20.54,55.54,68.38
9003,48.68,77.52,90.01
9004,57.18,93.46,96.39
9005,49.76,79.56,90.82
9006,42.66,77.66,83.86
9007,40.33,61.87,83.75
9008,44.15,79.15,84.91
9009,43.49,67.79,86.11
9010,60.16,99.05,81.88
9011,34.50,69.50,78.15
9012,39.48,74.48,81.63
9013,27.46,62.46,73.22
9014,30.85,65.85,75.60
9015,42.05,77.05,83.44
9016,58.16,95.30,97.12
9017,52.76,87.76,90.93
9018,44.83,70.30,87.12
9019,52.89,85.42,93.17
9020,53.81,87.13,93.85
9021,22.63,57.63,69.84
9022,49.78,79.59,90.84
9023,47.54,75.38,89.15
9024,32.10,67.10,76.47
9025,55.31,89.96,94.98
9026,42.35,65.66,85.26
9027,38.82,59.04,82.62
9028,48.53,77.25,89.90
9029,48.27,76.75,89.70
9030,23.58,58.58,70.51
9031,32.05,67.05,76.43
9032,42.85,77.85,83.99
9033,43.46,67.75,86.10
9034,23.47,58.47,70.43
9035,51.56,82.92,92.17
9036,33.14,68.14,77.20
9037,25.91,60.91,72.14
9038,39.33,74.33,81.53
9039,40.23,75.23,82.16
9040,24.97,59.97,71.48
9041,33.22,68.22,77.25
9042,34.02,69.02,77.82
9043,50.95,81.79,91.72
9044,37.22,56.04,81.41
9045,39.06,74.06,81.34
9046,42.58,77.58,83.81
9047,52.98,85.60,93.24
9048,21.73,56.73,69.21
9049,12.14,47.14,62.50
9050,40.39,61.97,83.79
9051,49.54,79.14,90.66
9052,25.33,60.33,71.73
9053,32.85,67.85,76.99
9054,59.27,97.39,97.95
9055,14.69,49.69,64.28
9056,49.20,78.50,90.40
9057,47.31,74.96,88.98
9058,40.70,62.56,84.03
9059,54.30,88.07,94.23
9060,41.44,63.95,84.58
9061,41.75,64.52,84.81
9062,50.10,80.19,91.08
9063,25.43,60.43,71.80
9064,16.36,51.36,65.45
9065,59.08,97.02,97.81
9066,23.35,58.35,70.34
9067,52.70,85.06,93.02
9068,51.16,82.17,91.87
9069,60.07,98.88,81.88
9070,38.12,73.12,80.68
9071,46.63,73.68,88.47
9072,22.90,57.90,70.03
9073,49.57,79.20,90.68
9074,13.56,48.56,63.49
9075,35.07,70.07,78.55
9076,56.10,91.44,95.58
9077,33.87,68.87,77.71
9078,26.97,36.82,73.73
9079,39.60,60.50,83.20
9080,27.78,62.78,73.45
9081,38.61,58.64,82.46
9082,25.94,60.94,72.16
9083,57.54,94.13,96.65
9084,43.06,66.99,85.80
9085,67.46,70.85,81.88
9086,48.16,83.16,87.71
9087,32.07,67.07,76.45
9088,57.94,94.88,96.95
9089,61.25,70.85,81.88
9090,41.36,63.80,84.52
9091,17.60,52.60,66.32
9092,23.08,58.08,70.15
9093,50.37,80.69,91.28
9094,29.59,64.59,74.71
9095,21.27,56.27,68.89
9096,23.25,58.25,70.28
9097,18.66,53.66,67.06
9098,58.47,95.89,97.36
9099,33.03,68.03,77.12
9100,48.48,77.15,89.86
9101,47.27,74.88,88.95
9102,30.65,43.72,76.49
9103,14.32,49.32,64.02
9104,30.87,65.87,75.61
9105,44.99,70.61,87.24
9106,35.24,70.24,78.67
9107,52.18,87.18,90.52
9108,28.51,63.51,73.96
9109,33.28,68.28,77.30
9110,26.04,61.04,72.23
9111,26.26,61.26,72.38
9112,29.43,64.43,74.60
9113,18.20,53.20,66.74
9114,44.08,79.08,84.86
9115,67.73,70.85,81.88
9116,16.84,51.84,65.79
9117,56.13,91.49,95.60
9118,31.67,66.67,76.17
9119,29.05,64.05,74.34
9120,40.51,62.20,83.88
9121,35.17,70.17,78.62
9122,21.19,56.19,68.84
9123,51.15,82.16,91.87
9124,43.80,68.37,86.35
9125,49.13,78.37,90.35
9126,47.03,74.43,88.77
9127,48.82,77.79,90.12
9128,33.18,68.18,77.23
9129,22.34,57.34,69.64
9130,30.71,65.71,75.50
9131,57.08,93.27,96.31
9132,46.20,81.20,86.34
9133,37.93,57.37,81.95
9134,36.76,71.76,79.73
9135,43.59,67.98,86.19
9136,35.54,52.89,80.15
9137,60.16,99.05,81.88
9138,33.16,68.16,77.21
9139,44.05,68.84,86.54
9140,33.28,68.28,77.29
9141,47.06,74.48,88.79
9142,38.97,59.32,82.73
9143,31.16,66.16,75.81
9144,23.62,58.62,70.54
9145,42.52,77.52,83.77
9146,19.65,54.65,67.75
9147,39.26,74.26,81.48
9148,19.88,54.88,67.91
9149,63.25,70.85,81.88
9150,22.84,57.84,69.99
9151,44.38,69.47,86.79
9152,40.25,75.25,82.18
9153,46.88,74.14,88.66
9154,48.57,77.32,89.93
9155,31.49,66.49,76.04
9156,12.68,47.68,62.88
9157,38.22,57.91,82.17
9158,34.02,69.02,77.81
9159,40.92,75.92,82.64
9160,47.35,75.04,89.02
9161,47.17,74.70,88.88
9162,55.52,90.36,95.14
9163,15.76,50.76,65.03
9164,69.27,70.85,81.88
9165,18.71,53.71,67.10
9166,37.46,72.46,80.22
9167,53.24,86.07,93.43
9168,38.92,59.23,82.69
9169,40.34,61.90,83.76
9170,40.16,75.16,82.11
9171,38.02,57.53,82.01
9172,21.49,56.49,69.04
9173,65.90,70.85,81.88
9174,53.53,86.63,93.65
9175,31.42,66.42,75.99
9176,17.50,52.50,66.25
9177,29.76,64.76,74.83
9178,56.82,92.79,96.12
9179,29.86,64.86,74.90
9180,55.04,89.46,94.78
9181,48.46,77.12,89.85
9182,30.57,65.57,75.40
9183,37.01,72.01,79.91
9184,53.69,86.92,93.77
9185,45.05,70.71,87.29
9186,45.95,72.41,87.96
9187,48.47,77.13,89.85
9188,24.00,59.00,70.80
9189,30.85,65.85,75.60
9190,48.51,77.20,89.88
9191,39.60,74.60,81.72
9192,26.97,61.97,72.88
9193,31.30,66.30,75.91
9194,34.83,69.83,78.38
9195,48.97,78.06,90.22
9196,43.27,78.27,84.29
9197,51.18,82.20,91.88
9198,43.23,78.23,84.26
9199,22.13,57.13,69.49
9200,51.34,82.51,92.00
9201,58.84,96.57,97.63
9202,29.45,64.45,74.61
9203,45.54,71.64,87.65
9204,52.36,84.43,92.77
9205,22.78,57.78,69.95
9206,2.61,37.61,55.83
9207,57.37,93.82,96.53
9208,46.89,74.17,88.67
9209,37.29,72.29,80.10
9210,41.22,63.55,84.42
9211,48.26,83.26,87.78
9212,28.77,63.77,74.14
9213,30.45,65.45,75.32
9214,40.95,75.95,82.67
9215,15.84,50.84,65.09
9216,51.14,82.14,91.86
9217,50.75,81.41,91.56
9218,27.02,62.02,72.91
9219,21.32,56.32,68.92
9220,53.91,87.32,93.93
9221,34.95,51.78,79.71
9222,24.22,59.22,70.95
9223,18.71,53.71,67.10
9224,36.81,71.81,79.77
9225,32.64,47.45,77.98
9226,51.19,82.24,91.89
9227,43.14,78.14,84.20
9228,52.20,84.12,92.65
9229,52.23,84.19,92.67
9230,34.60,69.60,78.22
9231,55.65,90.60,95.24
9232,23.08,58.08,70.16
9233,29.12,64.12,74.39
9234,34.70,69.70,78.29
9235,53.70,86.94,93.78
9236,56.69,92.55,96.02
9237,32.59,67.59,76.82
9238,62.33,70.85,81.88
9239,58.18,95.34,97.14
9240,19.84,54.84,67.89
9241,32.19,46.61,77.65
9242,34.27,50.50,79.20
9243,23.83,58.83,70.68
9244,46.66,73.74,88.49
9245,52.78,85.21,93.08
9246,45.89,80.89,86.12
9247,31.75,66.75,76.22
9248,29.71,64.71,74.80
9249,11.05,46.05,61.73
9250,49.88,79.77,90.91
9251,31.29,66.29,75.90
9252,40.30,61.82,83.73
9253,29.08,64.08,74.35
9254,59.47,97.75,81.88
9255,67.05,70.85,81.88
9256,49.80,84.80,88.86
9257,22.08,57.08,69.46
9258,61.29,70.85,81.88
9259,30.21,65.21,75.15
9260,41.92,64.86,84.94
9261,36.61,54.89,80.96
9262,58.69,96.29,97.52
9263,41.66,76.66,83.16
9264,14.00,49.00,63.80
9265,58.39,95.73,97.29
9266,48.16,76.54,89.62
9267,41.94,64.90,84.96
9268,37.51,72.51,80.25
9269,44.78,70.21,87.08
9270,44.00,79.00,84.80
9271,35.39,70.39,78.78
9272,41.26,76.26,82.88
9273,28.99,63.99,74.29
9274,32.29,67.29,76.60
9275,27.19,62.19,73.03
9276,39.10,74.10,81.37
9277,53.83,87.19,93.88
9278,31.87,66.87,76.31
9279,39.22,74.22,81.46
9280,43.79,68.35,86.34
9281,45.98,72.46,87.98
9282,24.06,59.06,70.84
9283,31.88,66.88,76.31
9284,41.60,76.60,83.12
9285,41.80,64.63,84.85
9286,49.49,79.04,90.62
9287,35.49,70.49,78.84
9288,49.26,78.62,90.45
9289,36.97,71.97,79.88
9290,50.95,81.78,91.71
9291,28.69,63.69,74.08
9292,9.22,44.22,60.46
9293,46.53,73.49,88.40
9294,62.53,70.85,81.88
9295,54.75,88.92,94.57
9296,36.15,54.02,80.61
9297,45.12,70.85,87.34
9298,43.64,68.07,86.23
9299,56.37,91.95,95.78
9300,35.31,70.31,78.72
9301,24.16,59.16,70.91
9302,49.88,79.77,90.91
9303,23.95,58.95,70.77
9304,26.43,61.43,72.50
9305,25.34,60.34,71.74
9306,56.23,91.68,95.67
9307,11.77,46.77,62.24
9308,52.20,84.12,92.65
9309,28.87,63.87,74.21
9310,49.78,79.59,90.84
9311,16.71,51.71,65.70
9312,40.85,62.83,84.13
9313,39.03,59.42,82.77
9314,49.05,84.05,88.34
9315,19.50,54.50,67.65
9316,44.94,79.94,85.46
9317,51.05,81.96,91.78
9318,39.58,74.58,81.71
9319,46.43,73.32,88.33
9320,31.52,66.52,76.07
9321,25.77,60.77,72.04
9322,60.46,99.61,81.88
9323,51.55,82.92,92.17
9324,61.84,70.85,81.88
9325,19.08,54.08,67.36
9326,54.93,89.25,94.70
9327,50.79,81.48,91.59
9328,49.27,78.64,90.45
9329,21.58,56.58,69.11
9330,42.45,77.45,83.72
9331,41.72,64.47,84.79
9332,44.34,69.40,86.76
9333,28.84,63.84,74.19
9334,58.05,95.10,97.04
9335,33.84,68.84,77.69
9336,41.51,76.51,83.06
9337,23.02,58.02,70.12
9338,32.07,67.07,76.45
9339,45.33,71.24,87.50
9340,42.35,65.65,85.26
9341,37.68,72.68,80.38
9342,43.35,78.35,84.34
9343,43.80,68.38,86.35
9344,50.77,81.45,91.58
9345,25.07,60.07,71.55
9346,45.87,72.25,87.90
9347,33.20,68.20,77.24
9348,30.88,65.88,75.62
9349,14.55,49.55,64.18
9350,45.74,72.01,87.81
9351,43.39,67.60,86.04
9352,29.98,64.98,74.99
9353,25.43,60.43,71.80
9354,58.80,96.50,97.60
9355,17.04,52.04,65.93
9356,50.34,80.63,91.25
9357,38.05,57.59,82.04
9358,30.55,65.55,75.38
9359,34.98,69.98,78.49
9360,46.89,74.16,88.67
9361,58.36,95.68,97.27
9362,45.60,71.75,87.70
9363,43.88,68.53,86.41
9364,41.24,63.58,84.43
9365,44.49,79.49,85.15
9366,53.39,86.36,93.55
9367,34.65,69.65,78.25
9368,57.31,93.70,96.48
9369,43.92,68.59,86.44
9370,18.38,53.38,66.86
9371,48.46,77.11,89.84
9372,11.88,46.88,62.32
9373,36.56,54.79,80.92
9374,30.15,65.15,75.11
9375,48.22,76.66,89.66
9376,56.40,92.00,95.80
9377,33.46,68.46,77.43
9378,46.01,72.52,88.01
9379,52.60,84.88,92.95
9380,44.37,69.44,86.77
9381,28.47,63.47,73.93
9382,44.93,70.49,87.19
9383,20.38,55.38,68.27
9384,14.35,49.35,64.04
9385,43.98,78.98,84.79
9386,27.92,62.92,73.54
9387,16.70,51.70,65.69
9388,47.47,75.26,89.10
9389,52.00,83.75,92.50
9390,32.15,67.15,76.51
9391,25.04,60.04,71.53
9392,33.88,68.88,77.72
9393,31.88,66.88,76.32
9394,31.41,66.41,75.99
9395,19.33,54.33,67.53
9396,37.83,72.83,80.48
9397,49.23,78.56,90.42
9398,55.11,89.59,94.84
9399,24.63,59.63,71.24
9400,63.21,70.85,81.88
9401,44.34,69.38,86.75
9402,32.08,67.08,76.45
9403,22.26,57.26,69.58
9404,29.15,64.15,74.41
9405,17.39,52.39,66.17
9406,61.00,70.85,81.88
9407,26.24,61.24,72.37
9408,33.71,68.71,77.60
9409,62.96,70.85,81.88
9410,30.15,65.15,75.10
9411,51.31,82.45,91.98
