Iteration,All with BEV100,LFLM with BEV100,All with BEV250
988,58.71,96.33,97.53
989,37.81,72.81,80.47
990,36.76,71.76,79.74
991,63.33,70.85,81.88
992,44.01,68.76,86.50
993,35.13,70.13,78.59
994,64.01,70.85,81.88
995,44.37,69.45,86.78
996,26.87,61.87,72.81
997,21.19,56.19,68.84
998,45.94,72.38,87.95
999,36.19,54.10,80.64
1000,46.84,74.07,88.63
1001,41.35,76.35,82.94
1002,41.12,76.12,82.78
1003,59.36,97.55,98.02
1004,32.11,67.11,76.48
1005,45.56,71.68,87.67
1006,46.77,73.95,88.58
1007,38.11,73.11,80.68
1008,10.88,45.88,61.61
1009,17.53,52.53,66.27
1010,39.98,74.98,81.99
1011,24.59,59.59,71.21
1012,27.84,62.84,73.49
1013,59.24,97.32,97.93
1014,15.49,50.49,64.84
1015,54.57,88.57,94.43
1016,28.25,63.25,73.78
1017,24.09,59.09,70.86
1018,43.78,68.34,86.34
1019,56.89,92.92,96.17
1020,57.13,93.36,96.34
1021,34.79,51.48,79.59
1022,37.74,72.74,80.42
1023,52.96,85.54,93.22
1024,37.63,72.63,80.34
1025,30.39,43.22,76.29
1026,17.48,52.48,66.23
1027,19.90,54.90,67.93
1028,29.62,41.79,75.72
1029,47.49,75.30,89.12
1030,35.28,70.28,78.69
1031,24.66,59.66,71.27
1032,51.21,82.27,91.91
1033,39.73,60.74,83.30
1034,27.70,62.70,73.39
1035,38.77,73.77,81.14
1036,51.42,82.66,92.06
1037,33.87,49.76,78.90
1038,38.70,73.70,81.09
1039,46.56,81.56,86.59
1040,42.64,66.19,85.48
1041,54.55,88.53,94.41
1042,35.26,52.37,79.95
1043,20.22,55.22,68.15
1044,20.73,55.73,68.51
1045,52.75,85.16,93.06
1046,57.96,94.92,96.97
1047,37.42,72.42,80.19
1048,46.09,72.67,88.07
1049,55.74,90.76,95.30
1050,31.52,66.52,76.06
1051,44.50,69.69,86.88
1052,32.23,67.23,76.56
1053,52.94,85.51,93.20
1054,54.01,89.01,91.81
1055,38.02,73.02,80.61
1056,45.31,71.20,87.48
1057,42.13,77.13,83.49
1058,43.95,68.65,86.46
1059,47.11,82.11,86.98
1060,33.91,49.83,78.93
1061,47.80,75.87,89.35
1062,43.64,78.64,84.55
1063,41.32,76.32,82.93
1064,54.23,87.92,94.17
1065,15.90,50.90,65.13
1066,11.65,46.65,62.16
1067,65.90,70.85,81.88
1068,52.66,84.99,92.99
1069,21.86,56.86,69.30
1070,52.77,85.19,93.08
1071,39.85,60.97,83.39
1072,62.66,70.85,81.88
1073,28.76,63.76,74.13
1074,54.47,88.39,94.36
1075,47.19,82.19,87.03
1076,20.41,55.41,68.29
1077,13.96,48.96,63.77
1078,33.85,49.72,78.89
1079,56.84,92.83,96.13
1080,55.19,89.73,94.89
1081,44.32,69.35,86.74
1082,51.23,82.30,91.92
1083,33.93,68.93,77.75
1084,62.08,70.85,81.88
1085,30.24,65.24,75.16
1086,23.77,58.77,70.64
1087,42.62,77.62,83.83
1088,60.33,99.36,81.88
1089,36.67,71.67,79.67
1090,52.80,85.26,93.10
1091,49.96,79.93,90.97
1092,37.11,72.11,79.98
1093,50.51,80.95,91.38
1094,60.15,99.02,81.88
1095,28.75,63.75,74.12
1096,9.09,44.09,60.36
1097,40.39,61.97,83.79
1098,40.64,75.64,82.45
1099,22.33,57.33,69.63
1100,33.82,68.82,77.67
1101,32.42,67.42,76.69
1102,41.41,63.90,84.56
1103,47.99,76.23,89.49
1104,49.90,79.81,90.92
1105,69.40,70.85,81.88
1106,34.05,69.05,77.83
1107,49.54,79.14,90.65
1108,48.90,77.93,90.17
1109,29.51,64.51,74.66
1110,45.31,71.21,87.48
1111,52.93,85.49,93.20
1112,37.06,72.06,79.94
1113,34.10,50.19,79.08
1114,35.45,70.45,78.82
1115,15.97,50.97,65.18
1116,36.77,71.77,79.74
1117,65.11,70.85,81.88
1118,25.34,60.34,71.74
1119,58.59,96.10,97.44
1120,13.52,48.52,63.47
1121,54.33,88.11,94.25
1122,25.60,60.60,71.92
1123,37.62,56.78,81.71
1124,24.45,59.45,71.12
1125,42.45,77.45,83.72
1126,17.41,52.41,66.19
1127,53.24,86.07,93.43
1128,45.03,70.67,87.27
1129,61.55,70.85,81.88
1130,55.73,90.75,95.30
1131,45.42,80.42,85.80
1132,34.92,51.73,79.69
1133,54.12,87.73,94.09
1134,52.78,85.21,93.09
1135,55.01,89.40,94.76
1136,44.76,70.18,87.07
1137,57.28,93.65,96.46
1138,25.74,60.74,72.02
1139,43.66,78.66,84.56
1140,41.09,63.29,84.32
1141,62.03,70.85,81.88
1142,51.24,82.33,91.93
1143,16.95,51.95,65.86
1144,46.52,73.48,88.39
1145,37.95,72.95,80.57
1146,25.12,60.12,71.58
1147,60.83,70.85,81.88
1148,39.37,60.07,83.03
1149,38.14,73.14,80.70
1150,55.30,89.93,94.97
1151,11.26,46.26,61.88
1152,50.37,80.70,91.28
1153,37.72,72.72,80.40
1154,18.41,53.41,66.89
1155,27.62,62.62,73.33
1156,42.84,66.58,85.63
1157,53.61,86.77,93.71
1158,53.04,85.71,93.28
1159,65.96,70.85,81.88
1160,41.54,64.13,84.65
1161,55.82,90.92,95.37
1162,33.17,48.44,78.38
1163,31.05,66.05,75.74
1164,44.84,70.32,87.13
1165,40.05,32.87,52.51
1166,57.42,93.92,96.57
1167,37.63,72.63,80.34
1168,45.18,70.96,87.38
1169,17.92,52.92,66.54
1170,52.61,84.90,92.96
1171,26.24,61.24,72.37
1172,24.99,59.99,71.49
1173,51.15,82.16,91.87
1174,54.86,89.12,94.65
1175,39.88,74.88,81.92
1176,39.85,60.97,83.39
1177,26.70,61.70,72.69
1178,38.44,73.44,80.91
1179,55.58,90.47,95.19
1180,38.62,58.67,82.47
1181,52.44,84.57,92.83
1182,56.21,91.63,95.65
1183,64.70,70.85,81.88
1184,50.39,80.73,91.29
1185,37.71,72.71,80.40
1186,54.27,88.00,94.20
1187,39.45,60.23,83.09
1188,27.39,62.39,73.17
1189,58.39,95.74,97.29
1190,52.13,84.00,92.60
1191,41.32,76.32,82.92
1192,25.79,60.79,72.05
1193,56.24,91.69,95.68
1194,42.18,77.18,83.53
1195,41.56,64.18,84.67
1196,26.92,61.92,72.84
1197,30.16,65.16,75.11
1198,25.58,60.58,71.90
1199,48.59,77.36,89.94
1200,47.42,75.17,89.07
1201,40.60,62.38,83.95
1202,49.23,84.23,88.46
1203,11.43,46.43,62.00
1204,8.94,43.94,60.26
1205,36.98,71.98,79.88
1206,39.07,74.07,81.35
1207,28.04,63.04,73.63
1208,27.93,62.93,73.55
1209,59.65,98.10,81.88
1210,43.99,78.99,84.79
1211,55.62,90.54,95.22
1212,43.04,78.04,84.13
1213,68.65,70.85,81.88
1214,42.29,65.55,85.22
1215,44.10,68.93,86.57
1216,39.40,74.40,81.58
1217,42.78,77.78,83.95
1218,56.64,92.45,95.98
1219,37.76,72.76,80.43
1220,66.68,70.85,81.88
1221,24.83,59.83,71.38
1222,36.16,54.04,80.62
1223,31.62,66.62,76.13
1224,29.45,64.45,74.62
1225,39.43,60.18,83.07
1226,53.74,87.02,93.81
1227,43.68,68.16,86.26
1228,41.70,64.43,84.77
1229,56.06,91.06,93.25
1230,29.27,64.27,74.49
1231,60.28,99.28,81.88
1232,66.31,70.85,81.88
1233,48.86,77.85,90.14
1234,52.12,83.98,92.59
1235,37.71,56.95,81.78
1236,38.48,73.48,80.93
1237,44.44,69.57,86.83
1238,40.43,62.05,83.82
1239,56.70,92.56,96.02
1240,13.48,48.48,63.44
1241,37.88,57.28,81.91
1242,53.91,88.91,91.73
1243,51.07,82.01,91.80
1244,50.02,80.04,91.02
1245,16.64,51.64,65.65
1246,26.35,61.35,72.44
1247,43.81,78.81,84.67
1248,28.47,63.47,73.93
1249,27.44,62.44,73.21
1250,57.17,93.45,96.38
1251,53.05,85.72,93.29
1252,54.87,89.12,94.65
1253,52.60,87.60,90.82
1254,43.15,78.15,84.20
1255,53.77,87.07,93.83
1256,44.54,69.76,86.90
1257,46.93,74.25,88.70
1258,29.90,64.90,74.93
1259,32.75,67.75,76.93
1260,43.56,67.93,86.17
1261,63.91,70.85,81.88
1262,20.74,55.74,68.52
1263,46.81,74.02,88.61
1264,22.81,57.81,69.97
1265,51.31,82.46,91.99
1266,57.62,94.28,96.71
1267,36.33,71.33,79.43
1268,24.91,59.91,71.44
1269,38.85,59.08,82.63
1270,45.32,71.23,87.49
1271,33.91,49.83,78.93
1272,51.02,81.91,91.77
1273,47.00,82.00,86.90
1274,20.22,55.22,68.16
1275,50.49,85.49,89.34
1276,42.26,77.26,83.59
1277,52.01,83.77,92.51
1278,36.24,71.24,79.37
1279,30.61,65.61,75.43
1280,28.89,63.89,74.22
1281,37.16,55.92,81.37
1282,37.43,72.43,80.20
1283,67.37,70.85,81.88
1284,50.90,85.90,89.63
1285,31.70,66.70,76.19
1286,41.02,63.15,84.26
1287,46.32,73.10,88.24
1288,41.46,76.46,83.02
1289,67.64,70.85,81.88
1290,53.04,85.70,93.28
1291,54.99,89.35,94.74
1292,29.73,64.73,74.81
1293,34.98,69.98,78.48
1294,46.85,74.10,88.64
1295,39.91,61.07,83.43
1296,29.46,64.46,74.62
1297,46.65,73.72,88.49
1298,46.66,73.74,88.49
1299,45.25,71.09,87.44
1300,48.57,77.31,89.93
1301,33.41,68.41,77.39
1302,54.40,88.26,94.30
1303,39.84,60.95,83.38
1304,17.94,52.94,66.56
1305,45.68,80.68,85.97
1306,32.25,67.25,76.58
1307,45.43,71.42,87.57
1308,19.26,54.26,67.48
1309,24.48,59.48,71.13
1310,47.02,74.42,88.77
1311,75.20,70.85,81.88
1312,52.52,84.73,92.89
1313,32.44,67.44,76.71
1314,31.96,66.96,76.37
1315,29.84,64.84,74.89
1316,27.02,62.02,72.92
1317,40.39,61.97,83.79
1318,51.04,81.94,91.78
1319,16.61,51.61,65.63
1320,54.44,88.33,94.33
1321,26.49,61.49,72.55
1322,43.02,66.91,85.76
1323,29.42,64.42,74.59
1324,68.01,70.85,81.88
1325,47.42,75.17,89.07
1326,23.62,58.62,70.53
1327,59.41,97.64,98.06
1328,57.42,93.91,96.57
1329,64.94,70.85,81.88
1330,21.46,56.46,69.02
1331,42.26,65.50,85.20
1332,21.74,56.74,69.22
1333,40.35,61.90,83.76
1334,49.42,78.91,90.56
1335,25.89,60.89,72.12
1336,33.28,68.28,77.30
1337,18.36,53.36,66.85
1338,37.60,72.60,80.32
1339,29.97,64.97,74.98
1340,43.47,67.76,86.10
1341,58.60,96.13,97.45
1342,54.86,89.10,94.64
1343,24.44,59.44,71.11
1344,66.48,70.85,81.88
1345,39.81,60.89,83.35
1346,66.91,70.85,81.88
1347,48.15,76.53,89.61
1348,52.17,84.07,92.63
1349,29.10,64.10,74.37
1350,19.40,54.40,67.58
1351,51.36,82.55,92.02
1352,40.79,62.73,84.09
1353,42.04,65.08,85.03
1354,42.43,65.80,85.32
1355,49.21,78.52,90.41
1356,26.60,61.60,72.62
1357,18.29,53.29,66.80
1358,58.87,96.63,97.65
1359,56.97,93.08,96.23
1360,21.85,56.85,69.30
1361,20.07,55.07,68.05
1362,16.94,51.94,65.86
1363,48.14,76.52,89.61
1364,56.59,92.36,95.94
1365,47.04,82.04,86.93
1366,43.22,67.28,85.91
1367,18.87,53.87,67.21
1368,44.30,69.31,86.73
1369,48.24,76.70,89.68
1370,26.06,61.06,72.24
1371,38.28,58.02,82.21
1372,49.20,78.50,90.40
1373,46.90,74.19,88.68
1374,42.23,65.44,85.18
1375,40.56,75.56,82.39
1376,32.44,67.44,76.70
1377,41.14,76.14,82.80
1378,29.23,64.23,74.46
1379,54.83,89.06,94.62
1380,28.42,63.42,73.89
1381,23.18,58.18,70.23
1382,17.80,52.80,66.46
1383,63.98,70.85,81.88
1384,55.21,89.77,94.91
1385,62.58,70.85,81.88
1386,36.28,54.27,80.71
1387,53.84,87.19,93.88
1388,21.02,56.02,68.71
1389,45.13,80.13,85.59
1390,27.63,62.63,73.34
1391,17.51,52.51,66.26
1392,42.81,66.52,85.61
1393,50.36,80.68,91.27
1394,38.33,73.33,80.83
1395,29.15,64.15,74.41
1396,47.43,75.19,89.08
1397,19.61,54.61,67.72
1398,37.96,72.96,80.57
1399,52.25,84.21,92.69
1400,37.37,72.37,80.16
1401,41.35,63.78,84.51
1402,31.79,66.79,76.25
1403,27.17,62.17,73.02
1404,44.62,69.92,86.97
1405,48.26,76.74,89.69
1406,20.85,55.85,68.60
1407,44.95,70.54,87.22
1408,54.31,88.09,94.23
1409,51.17,82.19,91.88
1410,62.93,70.85,81.88
1411,47.15,74.66,88.86
1412,45.50,71.56,87.62
1413,41.60,64.25,84.70
1414,36.70,71.70,79.69
1415,51.49,82.79,92.12
1416,28.85,63.85,74.20
1417,30.73,65.73,75.51
1418,57.94,94.88,96.95
1419,42.93,77.93,84.05
1420,47.76,75.80,89.32
1421,39.79,74.79,81.85
1422,33.29,68.29,77.31
1423,48.80,83.80,88.16
1424,28.96,40.54,75.22
1425,48.08,76.40,89.56
1426,48.70,77.56,90.02
1427,50.52,80.98,91.39
1428,31.93,66.93,76.35
1429,37.24,56.08,81.43
1430,32.75,67.75,76.92
1431,35.19,52.24,79.89
1432,39.21,74.21,81.45
1433,49.36,78.80,90.52
1434,59.67,98.13,81.88
1435,37.42,72.42,80.19
1436,57.12,93.34,96.34
1437,51.81,86.81,90.27
1438,29.20,64.20,74.44
1439,43.76,78.76,84.63
1440,41.16,63.43,84.37
1441,31.60,66.60,76.12
1442,48.50,77.18,89.87
1443,48.38,76.97,89.79
1444,34.57,69.57,78.20
1445,16.96,51.96,65.87
1446,60.91,70.85,81.88
1447,39.55,60.41,83.16
1448,41.64,64.33,84.73
1449,63.11,70.85,81.88
1450,27.31,62.31,73.12
1451,23.41,58.41,70.39
1452,53.54,86.64,93.66
1453,36.56,54.79,80.92
1454,32.47,67.47,76.73
1455,31.24,66.24,75.87
1456,38.81,59.02,82.61
1457,32.58,67.58,76.81
1458,60.51,99.71,81.88
1459,49.79,79.60,90.84
1460,44.97,79.97,85.48
1461,61.72,70.85,81.88
1462,49.83,79.67,90.87
1463,35.03,70.03,78.52
1464,32.02,46.29,77.52
1465,46.22,72.91,88.17
1466,56.44,92.08,95.83
1467,50.24,80.44,91.18
1468,39.51,74.51,81.65
1469,27.34,62.34,73.14
1470,41.68,64.40,84.76
1471,62.01,70.85,81.88
1472,17.94,52.94,66.56
1473,10.50,45.50,61.35
1474,52.02,83.79,92.52
1475,47.24,74.83,88.93
1476,43.65,68.10,86.24
1477,47.37,82.37,87.16
1478,49.29,78.67,90.47
1479,20.62,55.62,68.43
1480,27.15,62.15,73.01
1481,49.45,78.97,90.59
1482,49.06,78.24,90.30
1483,57.90,94.80,96.92
1484,60.00,98.76,81.88
1485,37.58,72.58,80.31
1486,58.89,96.67,97.67
1487,37.77,72.77,80.44
1488,31.32,66.32,75.93
1489,45.14,70.89,87.35
1490,34.49,69.49,78.15
1491,47.03,74.43,88.77
1492,53.79,87.11,93.84
1493,26.12,61.12,72.28
1494,40.95,75.95,82.67
1495,42.09,65.17,85.07
1496,31.14,66.14,75.80
1497,26.08,61.08,72.25
1498,46.52,81.52,86.57
1499,17.56,52.56,66.29
1500,55.62,90.54,95.21
1501,46.83,74.05,88.62
1502,20.75,55.75,68.52
1503,49.50,79.07,90.63
1504,20.59,55.59,68.41
1505,50.46,80.86,91.34
1506,52.85,85.35,93.14
1507,38.92,73.92,81.24
1508,43.29,78.29,84.30
1509,39.85,60.98,83.39
1510,36.15,71.15,79.31
1511,48.41,77.01,89.81
1512,27.37,62.37,73.16
1513,17.90,52.90,66.53
1514,32.04,67.04,76.43
1515,29.86,64.86,74.90
1516,48.29,76.80,89.72
1517,28.12,63.12,73.68
1518,46.79,73.99,88.59
1519,39.33,59.99,83.00
1520,50.67,81.25,91.50
1521,50.97,81.82,91.73
1522,33.59,68.59,77.52
1523,51.15,86.15,89.80
1524,18.64,53.64,67.05
1525,45.76,72.05,87.82
1526,26.02,61.02,72.22
1527,42.75,66.40,85.56
1528,27.61,62.61,73.33
1529,25.38,60.38,71.77
1530,49.26,84.26,88.48
1531,31.22,66.22,75.85
1532,48.76,77.68,90.07
1533,0.28,35.28,54.19
1534,55.52,90.34,95.14
1535,43.12,78.12,84.18
1536,53.93,87.37,93.95
1537,27.75,62.75,73.43
1538,46.68,81.68,86.67
1539,35.06,51.99,79.79
1540,40.38,75.38,82.27
1541,61.69,70.85,81.88
1542,53.32,86.22,93.49
1543,54.98,89.33,94.73
1544,15.80,50.80,65.06
1545,8.62,43.62,60.03
1546,39.12,59.59,82.84
1547,32.70,67.70,76.89
1548,54.72,88.85,94.54
1549,51.68,83.15,92.26
1550,34.75,69.75,78.32
1551,65.69,70.85,81.88
1552,49.54,79.13,90.65
1553,42.95,77.95,84.07
1554,50.53,80.99,91.40
1555,38.02,73.02,80.61
1556,34.86,69.86,78.40
1557,57.69,94.42,96.77
1558,31.02,66.02,75.72
1559,20.10,55.10,68.07
1560,25.40,60.40,71.78
1561,61.90,70.85,81.88
1562,27.31,62.31,73.11
1563,28.30,63.30,73.81
1564,36.57,54.82,80.93
1565,42.19,65.36,85.14
1566,10.81,45.81,61.57
1567,50.19,85.19,89.14
1568,34.35,69.35,78.05
1569,40.50,75.50,82.35
1570,55.80,90.87,95.35
1571,49.55,79.15,90.66
1572,8.47,43.47,59.93
1573,33.58,68.58,77.51
1574,34.68,69.68,78.28
1575,49.79,79.61,90.84
1576,24.71,59.71,71.29
1577,43.44,78.44,84.41
1578,39.09,59.55,82.82
1579,48.30,76.82,89.73
1580,33.69,68.69,77.58
1581,51.46,82.73,92.09
1582,41.72,76.72,83.20
1583,10.91,45.91,61.64
1584,19.96,54.96,67.97
1585,36.77,71.77,79.74
1586,41.52,76.52,83.07
1587,12.67,47.67,62.87
1588,58.89,96.67,97.67
1589,30.25,42.97,76.19
1590,29.65,64.65,74.75
1591,37.15,55.91,81.36
1592,21.44,56.44,69.01
1593,56.44,92.08,95.83
1594,57.21,93.52,96.41
1595,40.04,61.33,83.53
1596,64.80,70.85,81.88
1597,52.81,85.26,93.11
1598,50.68,81.28,91.51
1599,3.74,38.74,56.62
1600,47.86,75.99,89.40
1601,60.78,70.85,81.88
1602,42.52,65.97,85.39
1603,53.15,85.91,93.37
1604,33.43,68.43,77.40
1605,28.23,63.23,73.76
1606,52.57,84.82,92.93
1607,44.43,69.55,86.82
1608,41.80,64.62,84.85
1609,44.67,70.00,87.00
1610,41.53,64.12,84.65
1611,56.41,92.02,95.81
1612,7.13,42.13,58.99
1613,58.30,95.56,97.22
1614,16.53,51.53,65.57
1615,33.63,68.63,77.54
1616,43.15,78.15,84.20
1617,25.52,60.52,71.86
1618,48.10,76.44,89.58
1619,45.95,72.40,87.96
1620,45.85,80.85,86.10
1621,31.01,66.01,75.71
1622,31.49,66.49,76.04
1623,24.54,59.54,71.17
1624,41.34,63.77,84.51
1625,28.60,63.60,74.02
1626,14.11,49.11,63.87
1627,58.40,95.74,97.30
1628,26.65,61.65,72.65
1629,57.41,93.89,96.55
1630,29.83,64.83,74.88
1631,27.59,62.59,73.31
1632,43.52,67.85,86.14
1633,50.50,85.50,89.35
1634,57.92,94.85,96.94
1635,58.70,96.31,97.52
1636,34.51,69.51,78.16
1637,52.72,85.10,93.04
1638,41.56,64.17,84.67
1639,32.27,67.27,76.59
1640,56.28,91.77,95.71
1641,55.46,90.23,95.09
1642,33.13,68.13,77.19
1643,31.01,66.01,75.71
1644,44.83,70.30,87.12
1645,39.99,74.99,81.99
1646,46.68,73.78,88.51
1647,34.81,69.81,78.37
1648,70.85,70.85,81.88
1649,52.30,87.30,90.61
1650,34.57,69.57,78.20
1651,29.64,64.64,74.75
1652,53.64,86.83,93.73
1653,56.40,92.00,95.80
1654,55.32,89.97,94.99
1655,30.63,65.63,75.44
1656,35.84,70.84,79.08
1657,62.00,70.85,81.88
1658,21.87,56.87,69.31
1659,57.57,94.19,96.68
1660,45.14,70.90,87.36
1661,53.24,86.08,93.43
1662,64.37,70.85,81.88
1663,24.49,59.49,71.14
1664,50.69,81.30,91.52
1665,16.25,51.25,65.37
1666,15.27,50.27,64.69
1667,50.55,81.04,91.41
1668,26.39,61.39,72.47
1669,37.91,72.91,80.53
1670,44.96,70.54,87.22
1671,24.35,59.35,71.04
1672,44.18,79.18,84.93
1673,18.54,53.54,66.98
1674,34.59,51.10,79.44
1675,22.67,57.67,69.87
1676,31.59,66.59,76.11
1677,51.10,82.06,91.82
1678,41.85,76.85,83.29
1679,63.86,70.85,81.88
1680,43.12,67.09,85.84
1681,29.18,64.18,74.43
1682,41.56,76.56,83.09
1683,44.47,69.63,86.85
1684,39.59,74.59,81.71
1685,31.78,66.78,76.24
1686,32.92,67.92,77.05
1687,48.59,77.35,89.94
1688,24.62,59.62,71.23
1689,63.85,70.85,81.88
1690,31.01,66.01,75.71
1691,17.81,52.81,66.47
1692,20.42,55.42,68.29
1693,24.44,59.44,71.11
1694,65.23,70.85,81.88
1695,28.20,63.20,73.74
1696,50.92,81.73,91.69
1697,59.82,98.41,81.88
1698,10.98,45.98,61.69
1699,42.22,77.22,83.56
1700,47.57,75.44,89.18
1701,46.21,81.21,86.35
1702,26.71,61.71,72.70
1703,6.74,41.74,58.72
1704,51.58,82.97,92.19
1705,44.76,70.17,87.07
1706,55.80,90.88,95.35
1707,38.28,58.03,82.21
1708,28.80,63.80,74.16
1709,56.77,92.70,96.08
1710,53.51,86.57,93.63
1711,48.68,77.52,90.01
1712,55.09,89.54,94.81
1713,48.49,77.17,89.87
1714,43.52,67.85,86.14
1715,51.97,83.69,92.48
1716,22.93,57.93,70.05
1717,46.35,73.16,88.27
1718,57.22,93.54,96.41
1719,48.26,76.74,89.69
1720,26.22,61.22,72.35
1721,16.36,51.36,65.45
1722,54.60,88.63,94.45
1723,46.11,81.11,86.28
1724,32.27,67.27,76.59
1725,52.49,84.68,92.87
1726,38.59,58.61,82.44
1727,45.59,71.74,87.70
1728,36.91,71.91,79.84
1729,29.59,64.59,74.71
1730,42.04,77.04,83.43
1731,42.99,77.99,84.09
1732,38.49,58.42,82.37
1733,57.40,93.87,96.55
1734,39.63,74.63,81.74
1735,44.37,69.44,86.77
1736,24.99,59.99,71.49
1737,61.54,96.54,97.08
1738,4.51,39.51,57.16
1739,37.77,57.06,81.82
1740,46.01,72.51,88.01
1741,44.82,79.82,85.38
1742,39.76,74.76,81.83
1743,31.48,66.48,76.04
1744,43.70,68.18,86.27
1745,52.20,84.12,92.65
1746,56.31,91.83,95.73
1747,44.94,70.52,87.21
1748,42.16,77.16,83.51
1749,44.87,70.39,87.16
1750,70.13,70.85,81.88
1751,32.53,67.53,76.77
1752,30.11,65.11,75.08
1753,10.24,45.24,61.17
1754,54.51,88.45,94.38
1755,36.12,71.12,79.29
1756,45.05,70.72,87.29
1757,17.29,52.29,66.10
1758,45.64,71.82,87.73
1759,53.44,86.44,93.58
1760,39.97,74.97,81.98
1761,58.22,95.40,97.16
1762,44.31,69.33,86.73
1763,24.37,59.37,71.06
1764,32.14,67.14,76.50
1765,51.25,82.35,91.94
1766,27.66,62.66,73.36
1767,38.49,73.49,80.94
1768,36.54,71.54,79.58
1769,14.09,49.09,63.87
1770,61.84,70.85,81.88
1771,5.14,40.14,57.60
1772,40.06,61.36,83.54
1773,39.25,59.84,82.94
1774,47.81,75.90,89.36
1775,32.93,67.93,77.05
1776,53.59,86.73,93.69
1777,75.98,70.85,81.88
1778,47.17,74.70,88.88
1779,19.87,54.87,67.91
1780,38.55,58.53,82.41
1781,17.57,52.57,66.30
1782,50.62,81.15,91.46
1783,46.43,73.30,88.32
1784,46.87,74.13,88.65
1785,14.32,49.32,64.02
1786,46.14,72.76,88.10
1787,47.64,75.58,89.23
1788,48.01,76.27,89.51
1789,31.43,66.43,76.00
1790,26.26,61.26,72.38
1791,40.41,62.02,83.81
1792,14.02,49.02,63.82
1793,52.50,84.69,92.88
1794,43.62,78.62,84.53
1795,26.39,61.39,72.48
1796,48.80,77.75,90.10
1797,40.06,61.36,83.55
1798,48.27,76.76,89.71
1799,40.44,62.07,83.83
1800,49.67,79.39,90.76
1801,33.70,49.44,78.78
1802,40.61,62.40,83.96
1803,28.53,63.53,73.97
1804,45.07,80.07,85.55
1805,27.20,62.20,73.04
1806,55.42,90.16,95.06
1807,40.72,62.61,84.04
1808,43.12,78.12,84.19
1809,24.76,59.76,71.33
1810,39.36,60.04,83.02
1811,46.17,72.82,88.13
1812,75.41,70.85,81.88
1813,29.12,64.12,74.38
1814,49.53,79.12,90.65
1815,30.31,65.31,75.22
1816,55.37,90.08,95.03
1817,31.13,66.13,75.79
1818,31.74,66.74,76.22
1819,45.64,71.82,87.73
1820,25.75,60.75,72.03
1821,32.08,67.08,76.46
1822,39.93,74.93,81.95
1823,34.25,50.46,79.18
1824,39.96,74.96,81.97
1825,50.31,80.59,91.24
1826,33.57,68.57,77.50
1827,31.56,66.56,76.09
1828,49.42,78.90,90.56
1829,29.36,64.36,74.55
1830,19.92,54.92,67.94
1831,54.66,88.73,94.49
1832,23.45,58.45,70.42
1833,58.83,96.56,97.63
1834,44.18,79.18,84.93
1835,24.06,59.06,70.84
1836,46.79,73.97,88.59
1837,53.84,88.84,91.69
1838,25.97,60.97,72.18
1839,33.70,68.70,77.59
1840,47.21,74.78,88.91
1841,59.19,94.19,95.43
1842,19.21,54.21,67.45
1843,41.78,76.78,83.25
1844,38.70,73.70,81.09
1845,39.31,74.31,81.52
1846,64.66,70.85,81.88
1847,35.45,52.72,80.09
1848,51.05,81.96,91.79
1849,21.07,56.07,68.75
1850,37.87,57.25,81.90
1851,42.26,65.49,85.20
1852,44.29,69.28,86.71
1853,36.67,55.01,81.00
1854,38.41,73.41,80.88
1855,45.19,70.98,87.39
1856,16.73,51.73,65.71
1857,20.23,55.23,68.16
1858,24.13,59.13,70.89
1859,24.32,59.32,71.02
1860,36.44,71.44,79.51
1861,27.63,62.63,73.34
1862,56.47,92.12,95.85
1863,41.90,76.90,83.33
1864,8.91,43.91,60.24
1865,61.56,70.85,81.88
1866,49.68,79.40,90.76
1867,44.17,69.06,86.63
1868,42.04,65.07,85.03
1869,25.66,60.66,71.96
1870,28.18,63.18,73.72
1871,25.69,60.69,71.98
1872,25.75,60.75,72.03
1873,16.46,51.46,65.52
1874,28.03,63.03,73.62
1875,64.51,70.85,81.88
1876,49.41,78.89,90.55
1877,41.67,64.38,84.75
1878,50.82,81.54,91.62
1879,44.75,70.15,87.06
1880,47.23,82.23,87.06
1881,45.08,70.77,87.31
1882,23.63,58.63,70.54
1883,57.81,92.81,94.47
1884,63.26,70.85,81.88
1885,31.43,66.43,76.00
1886,44.51,69.70,86.88
1887,25.21,60.21,71.65
1888,49.55,79.16,90.66
1889,58.35,95.65,97.26
1890,38.68,58.77,82.51
1891,18.33,53.33,66.83
1892,51.61,83.01,92.20
1893,26.79,61.79,72.75
1894,54.37,88.20,94.28
1895,31.51,66.51,76.06
1896,35.79,70.79,79.06
1897,47.80,75.88,89.35
1898,51.98,83.72,92.49
1899,4.89,39.89,57.42
1900,43.76,68.30,86.32
1901,24.29,59.29,71.00
1902,45.65,71.85,87.74
1903,58.32,95.60,97.24
1904,31.40,66.40,75.98
1905,30.89,65.89,75.62
1906,48.83,77.81,90.12
1907,17.83,52.83,66.48
1908,37.49,72.49,80.24
1909,51.51,82.84,92.14
1910,43.50,67.82,86.13
1911,33.04,68.04,77.13
1912,55.70,90.69,95.28
1913,21.49,56.49,69.04
1914,38.24,57.96,82.18
1915,32.64,67.64,76.85
1916,43.79,68.36,86.34
1917,48.09,76.42,89.57
1918,28.88,63.88,74.22
1919,41.58,64.22,84.69
