vmt,type,num_drivers,cum_frequency
880,95th%_vmt,1,1828706
880,99th%_vmt,1,1828691
881,99th%_vmt,1,1828692
882,90th%_vmt,1,1828710
882,95th%_vmt,1,1828707
882,99th%_vmt,2,1828694
883,99th%_vmt,1,1828695
884,95th%_vmt,1,1828708
886,90th%_vmt,1,1828711
886,95th%_vmt,1,1828709
886,99th%_vmt,1,1828696
886,avg_total_vmt,1,1828725
887,99th%_vmt,1,1828697
891,90th%_vmt,1,1828712
891,95th%_vmt,1,1828710
891,99th%_vmt,1,1828698
894,99th%_vmt,1,1828699
897,99th%_vmt,1,1828700
899,90th%_vmt,2,1828714
899,95th%_vmt,2,1828712
899,99th%_vmt,2,1828702
899,avg_total_vmt,1,1828726
900,90th%_vmt,2,1828716
900,95th%_vmt,2,1828714
900,99th%_vmt,2,1828704
900,avg_total_vmt,1,1828727
903,90th%_vmt,1,1828717
903,95th%_vmt,1,1828715
903,99th%_vmt,1,1828705
905,95th%_vmt,1,1828716
905,99th%_vmt,1,1828706
913,90th%_vmt,1,1828718
913,95th%_vmt,1,1828717
913,99th%_vmt,1,1828707
913,avg_total_vmt,1,1828728
914,90th%_vmt,1,1828719
914,95th%_vmt,1,1828718
914,99th%_vmt,1,1828708
923,90th%_vmt,1,1828720
923,95th%_vmt,1,1828719
923,99th%_vmt,1,1828709
923,avg_total_vmt,1,1828729
938,99th%_vmt,1,1828710
940,99th%_vmt,1,1828711
941,90th%_vmt,1,1828721
941,95th%_vmt,1,1828720
941,99th%_vmt,1,1828712
951,90th%_vmt,1,1828722
951,95th%_vmt,1,1828721
951,99th%_vmt,1,1828713
953,90th%_vmt,1,1828723
953,95th%_vmt,1,1828722
953,99th%_vmt,1,1828714
953,avg_total_vmt,1,1828730
959,99th%_vmt,1,1828715
966,99th%_vmt,1,1828716
995,90th%_vmt,1,1828724
995,95th%_vmt,1,1828723
995,99th%_vmt,1,1828717
995,avg_total_vmt,1,1828731
1016,90th%_vmt,1,1828725
1016,95th%_vmt,1,1828724
1016,99th%_vmt,1,1828718
1027,99th%_vmt,1,1828719
1041,99th%_vmt,1,1828720
1044,99th%_vmt,1,1828721
1062,99th%_vmt,1,1828722
1071,90th%_vmt,1,1828726
1071,95th%_vmt,1,1828725
1071,99th%_vmt,1,1828723
1071,avg_total_vmt,1,1828732
1073,90th%_vmt,1,1828727
1073,95th%_vmt,1,1828726
1073,99th%_vmt,1,1828724
1091,90th%_vmt,1,1828728
1091,95th%_vmt,1,1828727
1091,99th%_vmt,1,1828725
1099,avg_total_vmt,1,1828733
1116,95th%_vmt,1,1828728
1116,99th%_vmt,1,1828726
1149,90th%_vmt,1,1828729
1149,95th%_vmt,1,1828729
1149,99th%_vmt,1,1828727
1158,90th%_vmt,1,1828730
1158,95th%_vmt,1,1828730
1158,99th%_vmt,1,1828728
1205,90th%_vmt,1,1828731
1205,95th%_vmt,1,1828731
1205,99th%_vmt,1,1828729
1278,99th%_vmt,1,1828730
1284,90th%_vmt,1,1828732
1284,95th%_vmt,1,1828732
1284,99th%_vmt,1,1828731
1319,90th%_vmt,1,1828733
1319,95th%_vmt,1,1828733
1319,99th%_vmt,1,1828732
1431,90th%_vmt,1,1828734
1431,95th%_vmt,1,1828734
1431,99th%_vmt,1,1828733
1431,avg_total_vmt,1,1828734
1574,99th%_vmt,1,1828734
